SK_ID_CURR,TARGET
100001,0.06538345619510864
100005,0.11735445084545869
100013,0.0679737419825393
100028,0.0708893955366749
100038,0.11798767809959346
100042,0.05372152059899038
100057,0.08070781426151817
100065,0.10026009484848214
100066,0.04875168322182431
100067,0.08509521292853423
100074,0.06399113162423123
100090,0.1086077540399347
100091,0.1053163957492532
100092,0.09208987883981003
100106,0.1193197868665964
100107,0.09175738100796713
100109,0.09408653802491629
100117,0.07389526020830084
100128,0.06691234604607903
100141,0.09065906442089122
100150,0.07188045210270987
100168,0.053561011601253906
100169,0.039884249208099666
100170,0.08106120843143973
100171,0.09630558611214572
100172,0.1168391663366719
100184,0.06842716767913708
100187,0.0582680447703698
100212,0.07567115880996401
100222,0.08720514679013415
100223,0.056275319294051655
100232,0.06529671452464911
100241,0.1250455758212543
100245,0.06936569039266464
100253,0.05760653924329143
100256,0.09281719073628447
100271,0.053679815655315696
100278,0.1093713551061998
100280,0.06380999979188863
100306,0.13114468752431327
100311,0.10272126850062527
100312,0.057215373175845484
100330,0.07952137687412417
100331,0.09010745671671741
100352,0.08112772705593688
100358,0.09819564805756102
100367,0.08330516065146817
100382,0.07649510232572784
100384,0.070686550378747
100385,0.09076201439317823
100386,0.07497290103959461
100399,0.06471885555086393
100404,0.06747641279555154
100416,0.06061555957430175
100422,0.12108001691222253
100426,0.07594774869103153
100438,0.06635715610006832
100444,0.09565280072100044
100445,0.1109218771844997
100446,0.09691346401321171
100447,0.06060515255416421
100450,0.06718961564477641
100466,0.07870352495907963
100483,0.06708286239571591
100484,0.04968754691328906
100494,0.08299903498055902
100510,0.10772835963443916
100512,0.05627539275023233
100517,0.06933346548400703
100548,0.05217403725737828
100551,0.06642636888213586
100552,0.11711280285510899
100553,0.07933755260857535
100561,0.08971554569846117
100568,0.1254569206125664
100569,0.06026550565537978
100591,0.08909233352535766
100592,0.04968921067304379
100602,0.08738200284366414
100607,0.08065158243121436
100613,0.07563958158632299
100617,0.06670384629745404
100618,0.09214752120768983
100622,0.13933505807853686
100625,0.0934831409681997
100677,0.08163284309937514
100699,0.07816059238445958
100702,0.1332529263382978
100711,0.06611711261341816
100729,0.1274592912991058
100740,0.10803534662354564
100744,0.10124540474998736
100745,0.09305244807855508
100747,0.09660801331429142
100751,0.09963307845062079
100752,0.07786182389081553
100753,0.13312829907680637
100754,0.09733652169458386
100760,0.09519520648027062
100762,0.08626018674930093
100763,0.07693677484734357
100765,0.07523684309442338
100770,0.08957979032471729
100772,0.07562834226220991
100777,0.07987136987148008
100791,0.06659584330046633
100792,0.06281795135178272
100797,0.0863942220201839
100823,0.09147506528755871
100826,0.09172254887856131
100830,0.06085826295403046
100836,0.11220415367389018
100872,0.08224056560971353
100910,0.08637073061067543
100913,0.05968845555074009
100918,0.08446834290164337
100931,0.0556167578369971
100952,0.10700738353773998
100953,0.071626458171107
100965,0.09631421639429306
100970,0.07320960412434183
100982,0.1048605178318405
100983,0.08336008941831495
