Id,SalePrice
1461,114373.1382
1462,159564.223
1463,166472.2512
1464,191003.6998
1465,185639.104
1466,170374.204
1467,190506.072
1468,165458.0014
1469,189617.5581
1470,117715.2802
1471,187118.7295
1472,104747.9944
1473,98301.23524
1474,146825.0234
1475,118773.7319
1476,342438.0959
1477,237871.3541
1478,288283.6424
1479,279039.483
1480,466760.0958
1481,300956.1234
1482,202138.2303
1483,172751.8057
1484,165189.2698
1485,197079.5378
1486,198026.9882
1487,312565.0116
1488,230794.7786
1489,181009.0987
1490,226089.6095
1491,196643.2124
1492,87670.64914
1493,197253.5629
1494,289823.4802
1495,275555.5493
1496,219131.678
1497,170270.4195
1498,160810.9926
1499,159906.8756
1500,158557.968
1501,165260.4331
1502,153575.415
1503,284351.9359
1504,244823.7424
1505,222854.0179
1506,198525.6708
1507,242043.0093
1508,196409.6247
1509,155998.2897
1510,136990.0334
1511,149828.4905
1512,176933.5334
1513,155519.2817
1514,143552.5448
1515,186474.2498
1516,152563.5898
1517,157749.0326
1518,133020.2866
1519,209004.4679
1520,127747.6817
1521,120707.5312
1522,183588.6466
1523,102381.5173
1524,118965.1322
1525,111121.2482
1526,100841.6367
1527,103479.6217
1528,147165.247
1529,135094.0892
1530,195593.51
1531,119867.176
1532,107184.464
1533,155431.8742
1534,131483.1509
1535,145447.2405
1536,112901.7505
1537,61004.99529
1538,135964.1109
1539,202027.5114
1540,89471.41595
1541,134194.1639
1542,133104.1985
1543,158225.7599
1544,89805.54099
1545,108500.2522
1546,138388.6721
1547,127534.5267
1548,129159.7939
1549,113320.7461
1550,127165.0421
1551,121859.3085
1552,129841.3322
1553,134811.95
1554,120362.1225
1555,155714.4299
1556,84942.143
1557,90619.73303
1558,106947.9263
1559,75072.92658
1560,134781.7962
1561,117121.215
1562,134147.292
1563,117808.7903
1564,154238.4563
1565,130935.3323
1566,230191.5205
1567,81482.87478
1568,230708.3489
1569,117894.6726
1570,147628.52
1571,114237.6374
1572,139650.3971
1573,224533.1445
1574,117242.5522
1575,222767.7072
1576,257630.5177
1577,182175.2831
1578,140363.4446
1579,130724.3852
1580,197456.5275
1581,161063.6731
1582,128142.3208
1583,299943.877
1584,218704.1674
1585,144444.1644
1586,70933.03192
1587,104626.2228
1588,147966.2926
1589,93917.59633
1590,137450.807
1591,90168.15301
1592,113661.9355
1593,133035.9467
1594,126240.9204
1595,102953.0962
1596,197983.4385
1597,159028.5802
1598,198393.2906
1599,176394.9839
1600,175698.9867
1601,69633.5697
1602,117537.1414
1603,77413.7228
1604,260854.1876
1605,252294.736
1606,169364.3439
1607,182430.5509
1608,227405.181
1609,181534.1414
1610,147831.3006
1611,132378.735
1612,170154.9432
1613,168683.1367
1614,140772.4857
1615,98339.77921
1616,82337.92863
1617,97165.73206
1618,119620.0744
1619,144743.986
1620,156367.5051
1621,131042.7339
1622,153079.0631
1623,267896.5363
1624,209789.7153
1625,114940.2674
1626,174872.7673
1627,186080.9903
1628,278393.957
1629,170239.1331
1630,313767.376
1631,215671.1103
1632,220137.3759
1633,177401.4284
1634,186723.2316
1635,184661.2399
1636,160167.4433
1637,202968.3083
1638,195107.8911
1639,179928.0947
1640,260517.9574
1641,176615.506
1642,234878.6562
1643,220810.3032
1644,222729.8945
1645,243163.0319
1646,168598.5203
1647,164690.8061
1648,129617.1586
1649,148775.2278
1650,112279.5364
1651,120662.9318
1652,110807.4183
1653,110196.6806
1654,140717.0002
1655,145451.1157
1656,141248.5412
1657,144217.4794
1658,143443.0981
1659,122667.6677
1660,150303.892
1661,450820.8358
1662,362582.068
1663,362339.4721
1664,496442.3215
1665,297413.4704
1666,307289.3891
1667,353107.1826
1668,341324.9399
1669,292221.2866
1670,336175.5494
1671,257410.3448
1672,420705.015
1673,289078.3719
1674,244318.2779
1675,185972.0829
1676,190607.6592
1677,203371.2537
1678,434115.5447
1679,349983.2449
1680,296786.2854
1681,231654.9621
1682,293984.9498
1683,178418.1456
1684,185701.2334
1685,182565.849
1686,172734.4975
1687,179952.2481
1688,195487.5061
1689,203479.2766
1690,213243.6855
1691,201471.6436
1692,275615.4887
1693,178838.9101
1694,185787.8774
1695,167101.5468
1696,277669.0306
1697,171755.3895
1698,330100.1866
1699,332269.6684
1700,241715.9551
1701,269482.9831
1702,249209.9076
1703,248626.9273
1704,278879.1789
1705,248454.5488
1706,393566.0834
1707,204230.4355
1708,199190.0971
1709,271494.086
1710,219097.7865
1711,270081.3319
1712,250830.8398
1713,262520.0142
1714,215015.1136
1715,206517.171
1716,178371.8379
1717,179079.4904
1718,132407.9881
1719,202986.7705
1720,250909.3883
1721,171939.9987
1722,125618.9987
1723,161684.1551
1724,205958.3043
1725,235873.168
1726,188055.5156
1727,147049.014
1728,193485.5464
1729,161153.9307
1730,167805.3604
1731,128592.756
1732,133964.2398
1733,111871.672
1734,122359.4174
1735,147190.9857
1736,114661.4061
1737,305177.9988
1738,231293.8117
1739,258259.1917
1740,205893.4107
1741,185279.7398
1742,160190.9588
1743,175970.7705
1744,291370.0839
1745,199470.1455
1746,195619.7897
1747,212434.291
1748,228293.3458
1749,152699.2714
1750,128307.6512
1751,268155.2139
1752,117427.2085
1753,144767.5409
1754,197197.7942
1755,168637.4458
1756,133844.1441
1757,117743.1387
1758,149174.8479
1759,157889.0624
1760,160579.3238
1761,141052.6629
1762,173145.9142
1763,177395.6551
1764,108661.8838
1765,166993.8631
1766,195363.009
1767,238925.5427
1768,138520.2761
1769,178828.0163
1770,164590.7681
1771,108034.8854
1772,129626.8703
1773,123621.6423
1774,140402.3452
1775,144742.3381
1776,126822.2589
1777,108743.1463
1778,141207.5039
1779,119929.1509
1780,186022.7255
1781,122227.8961
1782,88389.2343
1783,142308.7982
1784,106232.8477
1785,114627.3826
1786,138276.2802
1787,172513.8443
1788,72658.86497
1789,93673.83549
1790,73230.93017
1791,199626.969
1792,157903.5936
1793,135182.6532
1794,156791.6678
1795,125840.6603
1796,137047.4883
1797,117773.4468
1798,116974.3914
1799,103594.4458
1800,127081.3824
1801,120422.3721
1802,138475.6156
1803,147315.3035
1804,139642.8975
1805,142565.9684
1806,129834.901
1807,134644.2414
1808,122900.9984
1809,118809.8784
1810,134928.8445
1811,100397.7773
1812,93135.35179
1813,118228.448
1814,99420.10118
1815,60302.92297
1816,112284.2748
1817,108874.0508
1818,142844.3255
1819,129612.2605
1820,76384.04381
1821,126306.1756
1822,152812.3011
1823,59225.01295
1824,122306.8517
1825,136048.0309
1826,104599.0487
1827,94952.57571
1828,125746.0215
1829,135293.4096
1830,138771.8242
1831,135363.7233
1832,75273.63208
1833,151301.4431
1834,133030.1978
1835,108513.2843
1836,119170.6062
1837,83704.88712
1838,115206.6698
1839,117173.8778
1840,133776.8125
1841,127479.449
1842,93338.50296
1843,120136.4331
1844,141266.7108
1845,134716.2814
1846,153262.6077
1847,158965.8612
1848,58994.51699
1849,117068.7992
1850,115547.2699
1851,144530.355
1852,129769.13
1853,121904.9968
1854,166976.3954
1855,141435.1902
1856,225748.882
1857,133621.8682
1858,140460.8797
1859,124733.0378
1860,143812.8627
1861,123615.0476
1862,357912.2804
1863,355473.9512
1864,355473.9512
1865,326864.7208
1866,337470.1457
1867,235772.3851
1868,300298.8959
1869,212500.5622
1870,232854.1118
1871,251534.7347
1872,179826.229
1873,228683.0266
1874,149763.892
1875,199255.9184
1876,193224.795
1877,210212.7433
1878,206345.8577
1879,121096.0694
1880,133035.1933
1881,247704.8457
1882,250085.9955
1883,185373.6783
1884,199909.8003
1885,228414.7425
1886,279620.5144
1887,222048.2584
1888,282605.464
1889,168128.5471
1890,116558.4902
1891,144716.1564
1892,96780.63262
1893,121214.9857
1894,120565.8627
1895,124708.3495
1896,119976.4468
1897,110011.3939
1898,117123.6863
1899,149930.9944
1900,140434.401
1901,147525.1104
1902,121387.2373
1903,204154.5622
1904,122045.2636
1905,187860.4675
1906,135385.8163
1907,191999.2762
1908,118505.1132
1909,145178.1145
1910,130336.4608
1911,189550.1415
1912,274513.4553
1913,147596.5024
1914,74914.41935
1915,276008.3653
1916,28246.84645
1917,240621.6005
1918,144502.5406
1919,182692.209
1920,151358.585
1921,364109.0676
1922,301954.7053
1923,226768.053
1924,218700.6477
1925,198673.1425
1926,359372.4856
1927,133942.0834
1928,162172.9098
1929,121647.1467
1930,126697.0714
1931,145360.1132
1932,140066.4852
1933,170594.0932
1934,174705.793
1935,167928.811
1936,181575.4365
