Id,SalePrice
1461,123452.14380459528
1462,172270.14987257423
1463,178981.07362455316
1464,197906.3988298402
1465,201624.79845617502
1466,170937.75247145738
1467,180642.2419899111
1468,162150.15252533008
1469,187740.4387566422
1470,119784.60333717916
1471,183560.96424983643
1472,99371.3036350142
1473,95487.4189453937
1474,145895.61243407935
1475,114788.09241098046
1476,361909.08238907304
1477,257837.49654406222
1478,289605.49920119025
1479,283570.5669312289
1480,527182.3529240902
1481,328416.16594355047
1482,204869.45345193456
1483,175020.0234807304
1484,164784.69618674924
1485,182422.87900147
1486,190873.3191221629
1487,336648.4114178451
1488,229474.82823822313
1489,195621.91605356673
1490,241893.8007323121
1491,195196.69911437514
1492,93619.56531008826
1493,159276.23345744083
1494,294402.0012082997
1495,285913.94464045623
1496,232507.2203163637
1497,182252.38250072638
1498,193231.059670811
1499,160806.56834459217
1500,155060.74627053007
1501,181526.72797711325
1502,153039.3444296219
1503,287428.20165795664
1504,243257.3940263334
1505,228815.8372141962
1506,185828.53263182277
1507,262007.4433867684
1508,198631.88692875614
1509,156354.47967137536
1510,144248.40285543384
1511,173438.13495955477
1512,176339.85305823255
1513,139963.70614889896
1514,167780.44843675633
1515,196387.11874827335
1516,149036.34450285137
1517,162207.4978362739
1518,131070.00869300317
1519,214696.80213960868
1520,128288.92276784759
1521,133002.02663275984
1522,177699.86833141244
1523,113090.88542749557
1524,121890.84355881988
1525,122143.10398935889
1526,111396.57906243457
1527,109500.45946797536
1528,137458.72323498584
1529,157618.64196125063
1530,188363.96444314154
1531,111156.14916732268
1532,95247.85444561568
1533,148928.0674720618
1534,131570.7889945725
1535,140317.55755352788
1536,105653.40444762018
1537,62469.55900519715
1538,139533.79767505737
1539,196957.0671274134
1540,81836.4529071126
1541,131481.48353707488
1542,151063.60432657055
1543,184311.54783960452
1544,90490.27680219561
1545,116307.70320214804
1546,140210.0296556032
1547,136630.1671716335
1548,139128.02020587362
1549,126017.34557282562
1550,133166.57580980507
1551,108478.38452085452
1552,135657.1864115326
1553,133912.96228441797
1554,117099.31867558596
1555,163618.64250634983
1556,93134.18507653958
1557,109805.35841825783
1558,105696.0006510705
1559,54399.21677301477
1560,134237.29559914247
1561,119504.47558747762
1562,136136.44789913067
1563,121332.96105574977
1564,164184.4008156902
1565,142948.36192094657
1566,230175.28524988843
1567,81547.03151069231
1568,246972.3745844655
1569,132555.19655155533
1570,133247.1196123077
1571,118000.69738144503
1572,141683.78271903226
1573,214935.20967036535
1574,117188.67310449951
1575,216531.2157132415
1576,236896.1673700236
1577,177959.28645505774
1578,139862.14252562402
1579,141678.68650328834
1580,192043.64956547765
1581,153773.0044217021
1582,126910.66540382957
1583,312333.06505456835
1584,224809.75805482955
1585,141719.46342586176
