Id,SalePrice
1461,124473.61929074264
1462,150882.416144845
1463,185044.10662489102
1464,191189.4361468878
1465,184447.9793390799
1466,180706.09618507136
1467,178307.6575735177
1468,172430.2520754683
1469,176302.22333105977
1470,123824.18314040489
1471,208960.39247114997
1472,96452.59051971423
1473,96702.38495679066
1474,148403.84643338688
1475,113617.19585046599
1476,375052.3729249889
1477,248625.4721805026
1478,286554.253702114
1479,291202.6495308525
1480,498938.706694741
1481,321871.5940218702
1482,203631.57768336264
1483,180403.0216968835
1484,166395.7526683431
1485,174149.6062237052
1486,195184.13257265755
1487,305029.8441824388
1488,227940.06930733737
1489,206512.29115376063
1490,226371.12177071173
1491,189433.77413485473
1492,102032.88984313847
1493,185392.09457371727
1494,291805.8407579783
1495,281105.8927203944
1496,236833.077939742
1497,178582.18856020525
1498,156738.47983491418
1499,158016.6435004433
1500,160636.0755576027
1501,172489.35885653936
1502,153895.16041937115
1503,287986.52155539556
1504,230401.0378484446
1505,226826.04277514986
1506,181471.49489265974
1507,257680.14132118406
1508,205889.23500801952
1509,161634.60465262487
1510,149605.10297824466
1511,147259.56136187603
1512,173099.58682816397
1513,140138.29945557012
1514,148681.76587395484
1515,201849.95971882416
1516,153248.35609958597
1517,158092.18397847933
1518,134602.6895476438
1519,229749.04560597963
1520,139023.52215353033
1521,141457.71915437622
1522,170185.29748354427
1523,118113.10657370722
1524,120963.83262157114
1525,124224.08834017086
1526,118675.04855564007
1527,108729.21391293936
1528,133501.57945898658
1529,146826.1455672358
1530,168558.24437925484
1531,118282.64863380758
1532,96306.72181752473
1533,138106.5032959921
1534,121904.69512469698
1535,153319.19454959006
1536,112910.50773772871
1537,75400.56057657249
1538,140231.02721833857
1539,181271.80534659757
1540,97266.27355653797
1541,138672.3252327758
1542,139678.3341894038
1543,188468.57731650118
1544,78546.7841332677
1545,104313.60176108286
1546,121755.81717933273
1547,132753.28925924117
1548,125408.40711259072
1549,111411.21105013898
1550,139381.05443803014
1551,112997.81683660604
1552,137028.5765558574
1553,146941.70059254728
1554,117994.31168785226
1555,164372.48350568925
1556,86702.01024711809
1557,103531.52118101784
1558,98274.93793566473
1559,81148.67694097625
1560,142236.16360649167
1561,129023.88663909578
1562,126907.89257456259
1563,122864.25632281345
1564,164709.82450011687
1565,151092.74649526758
1566,257286.9559323866
1567,77372.07691066606
1568,229702.06247363432
1569,147187.36062755296
1570,137769.8653698309
1571,128174.0364335185
1572,149416.2289749631
1573,237552.3149075842
1574,121732.4368164637
1575,211202.39704454681
1576,252580.00076251753
1577,197881.7980717292
1578,143611.92148322618
1579,141884.7310223327
1580,190152.18041239074
1581,144320.60819456607
1582,126337.18680392805
1583,330867.02866397036
1584,228942.48867319198
1585,144381.83963470053
1586,74340.98037040475
1587,100962.47567481645
1588,147987.93334185446
1589,102425.9726071557
1590,133631.84537209402
1591,94959.96062365787
1592,129316.77171469489
1593,118712.130124804
1594,124097.71429638502
1595,109021.39490578574
1596,222793.18256173225
1597,182498.86325329056
1598,195572.6237854742
1599,168979.6497984479
1600,174554.00178041979
1601,68858.5453028448
1602,114055.01216661136
1603,73939.236826958
1604,272300.34746733145
1605,245267.13738573593
1606,165172.59678466883
1607,156005.7659930839
1608,209263.78379962174
1609,187806.8407710887
1610,155341.2242159991
1611,151381.6169401128
1612,174843.3530993053
1613,173982.76730642177
1614,122065.34238942074
1615,86766.59981593015
1616,77893.3013111171
1617,89974.72718862486
1618,124471.35850438822
1619,137484.74343699275
1620,163589.77363267774
1621,142130.27405101547
1622,140471.10076751286
1623,272097.45185769734
1624,230034.74029985938
1625,121016.39028010741
1626,171851.76234752862
1627,192961.46811467808
1628,273075.1157561652
1629,175344.6227027053
1630,343254.6632102728
1631,210940.71464724472
1632,235752.44340277527
1633,169344.49569464484
1634,188014.2394112531
1635,185072.10032170804
1636,161243.92933337294
1637,190578.72389866516
1638,194530.19816315576
1639,179313.46818551404
1640,248200.08096707816
1641,177423.98683799172
1642,226231.0630292626
1643,221862.56448164248
1644,221408.29303246108
1645,194785.93973538297
1646,161146.8964152554
1647,165137.48905393353
1648,129886.3670326665
1649,137320.55283282348
1650,117607.15447941108
1651,125115.42403845646
1652,97869.86574359245
1653,96010.32717852847
1654,154093.23630448757
1655,142373.91884224658
1656,146782.20216464455
1657,154620.24318405357
1658,154106.25377539784
1659,120158.06236733106
1660,158054.88109130465
1661,456539.4446365355
1662,381869.82589950657
1663,383466.2626104182
1664,434178.0292194614
1665,310074.57358394325
1666,314460.98035380815
1667,380507.7260126251
1668,336488.50303893624
1669,285411.2587230282
1670,349072.50026556547
1671,266919.72719252144
1672,454442.0192328886
1673,287657.6587665307
1674,243088.14166183514
1675,199322.60137988915
1676,197912.019594968
1677,212802.43258402395
1678,438116.92454659706
1679,400204.48045174935
1680,365939.9241182919
1681,256296.11041215077
1682,318866.9404397934
1683,188217.71788069402
1684,176457.33816159266
1685,177072.26753954779
1686,170923.8194277543
1687,167605.82840667386
1688,190433.15845393948
1689,191229.82606216957
1690,187826.71835031503
1691,177656.55460156896
1692,250020.4561831241
1693,167092.86249570418
1694,185147.92789148324
1695,166602.16089777907
1696,267898.3310375817
1697,163034.00268774916
1698,357962.9593917081
1699,337192.0017272261
1700,247465.01729676966
1701,257649.73310737635
1702,249510.5656468528
1703,250399.0334125393
1704,291562.41525710985
1705,231001.3312973073
1706,360930.33618667605
1707,216453.77551552115
1708,206176.0251589516
1709,258316.5097514941
1710,221744.7942700085
1711,259131.7746111335
1712,246333.6571089158
1713,286928.78574752185
1714,224767.40485593127
1715,199029.3015667696
1716,180161.5364759497
1717,165863.09863677353
1718,127928.53802652951
1719,201351.01601200827
1720,233552.13548554858
1721,168041.46864352594
1722,124393.98094804984
1723,155294.350430789
1724,211239.20531628528
1725,231821.1590028539
1726,191799.3662830897
1727,168819.80581071915
1728,181775.04916470606
1729,165059.7628492625
1730,150831.97553493717
1731,118435.39804032103
1732,130434.81841036725
1733,125320.21913691437
1734,120381.5678467418
1735,137352.42149748633
1736,117578.10260476403
1737,303599.16025847616
1738,221591.82786475943
1739,280305.863511741
1740,240193.1186609711
1741,204752.34438018384
1742,170917.37919813217
1743,171268.70189375072
1744,294483.54675291793
1745,196473.59286771787
1746,189523.59748288905
1747,214147.25844309534
1748,222370.20497437194
1749,159672.90627873113
1750,133630.8790332231
1751,230625.64974080995
1752,120358.42671181083
1753,149330.65810220985
1754,187255.15868063268
1755,173833.30857348145
1756,126178.95558491962
1757,121015.57852780775
1758,149744.6139614335
1759,159390.06679055624
1760,161265.0660477325
1761,148542.4562591513
1762,184398.99254089323
1763,171634.33059744275
1764,116395.35682799325
1765,158669.06556240132
1766,179586.00174650806
1767,208235.61647418718
1768,144337.2631946566
1769,167147.70063419195
1770,148826.55221382607
1771,129770.30048115907
1772,136642.7146392189
1773,127077.30550316909
1774,142250.3975223457
1775,133125.89876220314
1776,128338.05316939576
1777,111153.12818178686
1778,138533.08634794917
1779,114066.30345890544
1780,168386.45830149975
1781,133253.0804686358
1782,94603.90010107728
1783,136879.6584822608
1784,107221.22559862531
1785,117400.23551059453
1786,140717.32649712692
1787,167703.57826227834
1788,59979.48568255585
1789,98838.21142778307
1790,84822.45680072292
1791,183789.9674754532
1792,153147.00907756906
1793,129058.42041698756
1794,146509.3312842149
1795,138580.60754716338
1796,124711.56695222376
1797,115272.88278253088
1798,126847.36774816149
1799,111738.17877239185
1800,124744.92424528669
1801,131659.27881670324
1802,131252.47991347956
1803,154352.7444508467
1804,139810.51056188592
1805,136223.46083043463
1806,116294.5256667046
1807,119459.3646862796
1808,123474.89321064681
1809,110473.5606873213
1810,146041.90382249287
1811,94472.96218608739
1812,94396.19583457097
1813,122935.0386726611
1814,93592.38252419872
1815,61750.910814215466
1816,96439.67284854142
1817,127107.80667390562
1818,138235.30848573626
1819,121329.85658378786
1820,67086.75071526668
1821,110114.03164149857
1822,153885.2291477155
1823,51003.99615657713
1824,131815.90768102647
1825,133674.2799238088
1826,102283.16294887975
1827,107810.76711636111
1828,130098.01398322523
1829,114048.30653963072
1830,137935.6535135596
1831,140183.59032449542
1832,92171.99411878287
1833,134152.91136077454
1834,121776.48992680055
1835,119161.96374510662
1836,126569.29369925965
1837,88805.16207841394
1838,125673.32508047052
1839,90451.92707726487
1840,157930.7519714423
1841,135817.00555547868
1842,86660.36196068687
1843,131861.0828950252
1844,140454.9569907695
1845,138243.3087823674
1846,160102.40966656475
1847,160536.02795683543
1848,61920.8619089864
1849,111599.42767619198
1850,125538.56449174848
1851,150854.4151643315
1852,120577.5027948973
1853,137177.22311876086
1854,165683.23258042766
1855,150930.07203693615
1856,217201.84068823777
1857,153027.83318045206
1858,136425.55768501706
1859,117230.88474552221
1860,155330.22988280703
1861,119076.25968415498
1862,274138.4175384047
1863,257394.90297929617
1864,257394.90297929617
1865,325826.67016712745
1866,336727.34093354834
1867,238150.23843390754
1868,292182.79415850027
1869,207891.50443847675
1870,228074.59239348726
1871,245324.4091387226
1872,175816.1654739867
1873,244322.4594125109
1874,147682.55099388078
1875,214221.2096371451
1876,197318.74010406772
1877,212200.57207891962
1878,212144.09486596572
1879,129385.72600920235
1880,135226.4788267496
1881,242935.31103221103
1882,246564.94169967572
1883,191396.5300351138
1884,208312.9576647551
1885,238260.2980606207
1886,277032.7349522488
1887,201676.04540303728
1888,269388.5503146148
1889,169351.7059038182
1890,123851.76162414374
1891,135053.33093932364
1892,101909.49591370855
1893,130301.22258777126
1894,125572.88436719135
1895,142946.82255237486
1896,127505.6705561612
1897,119734.39153678209
1898,106323.8462010114
1899,150929.78505224362
1900,132311.86345086715
1901,174830.32458502759
1902,144771.0114586467
1903,212365.20140363165
1904,139165.69695697405
1905,189187.17581641598
1906,157337.99021662094
1907,191989.70793809486
1908,112082.20814989277
1909,138211.0036246648
1910,125783.35185391134
